NCESSCH,SCHNAM04,FRELCH04,REDLCH04,TOTFRL04,MEMBER04,ASIAN04,HISP04,BLACK04,WHITE04,PUPTCH04,SCHNAM06,FRELCH06,REDLCH06,TOTFRL06,MEMBER06,ASIAN06,HISP06,BLACK06,WHITE06,PUPTCH06
220174001655,ANDREW PRICE TAPPS,20,1,21,48,0,0,19,27,4.2,ANDREW PRICE TAPPS,46,4,50,69,0,1,39,27,5.3
220174001952,GRAND CAILLOU MIDDLE SCHOOL,415,55,470,548,8,7,87,235,14,GRAND CAILLOU MIDDLE SCHOOL,372,65,437,500,8,8,76,212,13.6
220177001373,BERNICE HIGH SCHOOL,254,12,266,319,4,45,208,62,15.9,BERNICE HIGH SCHOOL,356,17,373,421,1,77,281,62,14.3
220177001374,DOWNSVILLE HIGH SCHOOL,126,61,187,485,1,2,26,456,16.5,DOWNSVILLE HIGH SCHOOL,152,36,188,439,0,3,22,414,15.3
220177001376,FARMERVILLE HIGH SCHOOL,173,20,193,382,1,6,160,214,14.3,FARMERVILLE HIGH SCHOOL,174,29,203,394,2,11,179,201,19.7
220177001377,FARMERVILLE JUNIOR HIGH SCHOOL,176,29,205,312,2,10,154,146,17.8,FARMERVILLE JUNIOR HIGH SCHOOL,214,24,238,335,3,7,151,173,17.400000000000002
220177001379,LILLIE MIDDLE SCHOOL,227,14,241,279,0,21,173,85,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220177001380,LINVILLE HIGH SCHOOL,89,39,128,246,0,0,17,229,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220177001381,MARION HIGH SCHOOL,173,8,181,193,0,1,153,39,11.2,MARION HIGH SCHOOL,229,31,260,367,1,2,165,199,15.6
220177001382,ROCKY BRANCH ELEMENTARY SCHOOL,46,29,75,183,0,3,0,180,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220177001383,SPEARSVILLE HIGH SCHOOL,224,26,250,304,0,13,157,134,15.7,SPEARSVILLE HIGH SCHOOL,277,25,302,392,0,17,220,155,18.1
220177001694,FARMERVILLE ELEMENTARY SCHOOL,463,61,524,668,5,35,325,301,18.6,FARMERVILLE ELEMENTARY SCHOOL,506,53,559,724,8,58,326,332,18.6
220180001385,ABBEVILLE HIGH SCHOOL,428,75,503,817,61,7,332,417,17,ABBEVILLE HIGH SCHOOL,415,54,469,764,53,10,325,376,16
220180001387,DOZIER ELEMENTARY SCHOOL,337,88,425,794,10,9,42,733,18.6,DOZIER ELEMENTARY SCHOOL,291,71,362,688,11,12,31,634,17.2
220180001389,EATON PARK ELEMENTARY SCHOOL,374,41,415,502,65,15,228,193,11.1,EATON PARK ELEMENTARY SCHOOL,499,36,535,681,44,19,387,230,10.700000000000001
220180001390,ERATH HIGH SCHOOL,105,28,133,486,3,2,28,452,16.8,ERATH HIGH SCHOOL,131,32,163,528,5,1,34,486,17.5
220180001391,FORKED ISLAND/E. BROUSSARD ELEM SCHOOL,118,37,155,302,0,2,6,294,13.1,FORKED ISLAND/E. BROUSSARD ELEM SCHOOL,92,41,133,309,0,2,4,302,13.1
220180001394,JAMES A. HEROD ELEMENTARY SCHOOL,414,40,454,514,31,9,319,155,12.2,JAMES A. HEROD ELEMENTARY SCHOOL,438,58,496,564,31,13,330,190,12.6
220180001396,KAPLAN ELEMENTARY SCHOOL,352,62,414,596,6,10,73,506,14.2,KAPLAN ELEMENTARY SCHOOL,330,62,392,578,5,2,90,481,13.9
220180001398,KAPLAN HIGH SCHOOL,153,35,188,492,8,1,41,442,14.9,KAPLAN HIGH SCHOOL,162,39,201,502,1,0,59,442,14.9
220180001399,MAURICE ELEMENTARY SCHOOL,161,37,198,453,2,5,80,364,15.4,MAURICE ELEMENTARY SCHOOL,172,30,202,513,2,4,83,423,16.4
220180001400,MEAUX ELEMENTARY SCHOOL,140,46,186,419,9,3,37,367,18.5,MEAUX ELEMENTARY SCHOOL,130,50,180,421,9,2,41,366,17.6
220180001401,JESSE OWENS ELEMENTARY SCHOOL,127,29,156,217,0,0,30,187,13.2,JESSE OWENS ELEMENTARY SCHOOL,115,42,157,213,0,1,32,180,13.1
220180001402,PECAN ISLAND HIGH SCHOOL,19,4,23,57,0,0,0,57,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220180001403,SEVENTH WARD ELEMENTARY SCHOOL,186,31,217,302,5,14,93,188,17.6,SEVENTH WARD ELEMENTARY SCHOOL,117,16,133,263,8,25,14,215,15.5
220180001568,RENE A. ROST MIDDLE SCHOOL,250,48,298,433,1,3,66,363,13.4,RENE A. ROST MIDDLE SCHOOL,233,47,280,421,6,8,63,344,13
220180001569,J.H. WILLIAMS MIDDLE SCHOOL,451,50,501,650,45,11,319,274,14.8,J.H. WILLIAMS MIDDLE SCHOOL,380,37,417,563,34,14,274,239,12.1
220180001661,NORTH VERMILION HIGH SCHOOL,183,51,234,747,7,1,76,663,17.3,NORTH VERMILION HIGH SCHOOL,162,68,230,777,10,4,100,663,16.9
220180001695,GUEYDAN HIGH SCHOOL,78,21,99,235,3,0,24,208,10.4,GUEYDAN HIGH SCHOOL,84,27,111,247,1,0,30,216,10.1
220180001846,ERATH MIDDLE SCHOOL,230,47,277,579,7,6,43,522,18.5,ERATH MIDDLE SCHOOL,299,65,364,734,7,6,52,668,17.900000000000002
220180002009,INDIAN BAYOU ELEMENTARY SCHOOL,84,35,119,198,0,6,2,190,14.9,INDIAN BAYOU ELEMENTARY SCHOOL,72,28,100,220,1,6,6,207,13.8
220180002010,HENRY ELEMENTARY SCHOOL,131,18,149,202,2,2,91,107,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220183000192,NORTH POLK ELEMENTARY SCHOOL,177,169,346,614,13,71,171,355,14.7,NORTH POLK ELEMENTARY SCHOOL,189,241,430,676,12,98,197,366,14.700000000000001
220183000970,VERNON PARISH OPTIONAL SCHOOL,6,1,7,35,0,3,9,22,7,VERNON PARISH OPTIONAL SCHOOL,-2,-2,-2,21,0,2,5,14,10.5
220183001405,ANACOCO HIGH SCHOOL,74,42,116,379,5,6,0,361,16.3,ANACOCO HIGH SCHOOL,86,36,122,396,3,3,0,379,15.8
220183001406,EAST LEESVILLE ELEMENTARY SCHOOL,294,76,370,538,18,19,190,306,15.7,EAST LEESVILLE ELEMENTARY SCHOOL,313,59,372,499,14,17,220,244,12.5
220183001407,EVANS HIGH SCHOOL,125,36,161,332,0,8,0,322,12.8,EVANS HIGH SCHOOL,123,47,170,321,0,7,0,307,12.3
220183001408,HICKS HIGH SCHOOL,111,60,171,313,1,1,2,309,13.5,HICKS HIGH SCHOOL,141,51,192,340,0,2,8,326,14.8
220183001409,HORNBECK HIGH SCHOOL,161,66,227,452,1,8,0,442,12.5,HORNBECK HIGH SCHOOL,154,61,215,445,1,7,1,432,12.700000000000001
220183001410,LEESVILLE HIGH SCHOOL,194,95,289,940,19,53,395,458,15,LEESVILLE HIGH SCHOOL,198,106,304,919,22,48,405,438,14.1
220183001411,LEESVILLE JUNIOR HIGH SCHOOL,183,93,276,631,17,35,275,296,15.8,LEESVILLE JUNIOR HIGH SCHOOL,185,106,291,597,11,37,232,312,15.700000000000001
220183001412,PICKERING ELEMENTARY SCHOOL,337,164,501,845,18,67,187,565,14.3,PICKERING ELEMENTARY SCHOOL,296,112,408,672,11,48,146,459,13.4
220183001413,PITKIN HIGH SCHOOL,225,84,309,556,0,6,0,539,12.6,PITKIN HIGH SCHOOL,259,93,352,552,0,2,0,510,12.8
220183001414,SOUTH POLK ELEMENTARY SCHOOL,127,175,302,638,25,67,203,334,16.5,SOUTH POLK ELEMENTARY SCHOOL,107,168,275,524,19,66,150,287,16.4
220183001415,ROSEPINE HIGH SCHOOL,143,41,184,461,4,11,14,419,16,ROSEPINE HIGH SCHOOL,151,47,198,490,3,9,18,452,17.400000000000002
220183001416,SIMPSON HIGH SCHOOL,94,33,127,364,0,6,0,346,13.3,SIMPSON HIGH SCHOOL,107,60,167,333,0,9,0,316,12.8
220183001417,VERNON MIDDLE SCHOOL,187,116,303,625,14,47,231,319,15.8,VERNON MIDDLE SCHOOL,196,100,296,549,13,37,230,263,15.3
220183001418,WEST LEESVILLE ELEMENTARY SCHOOL,150,46,196,303,4,15,123,157,13.9,WEST LEESVILLE ELEMENTARY SCHOOL,302,55,357,520,12,21,197,282,15.3
220183001536,WEST LEESVILLE PRESCHOOL,123,13,136,146,1,10,80,54,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220183001664,PICKERING HIGH SCHOOL,117,62,179,486,26,34,111,309,15,PICKERING HIGH SCHOOL,153,48,201,466,22,33,103,303,14.6
220183001665,ROSEPINE ELEMENTARY SCHOOL,264,83,347,679,4,16,9,642,15.8,ROSEPINE ELEMENTARY SCHOOL,332,96,428,745,4,20,20,691,16.6
220183001847,ANACOCO ELEMENTARY SCHOOL,166,67,233,552,3,7,2,531,14.8,ANACOCO ELEMENTARY SCHOOL,178,87,265,543,3,12,3,517,14.700000000000001
220186001419,ANGIE JUNIOR HIGH SCHOOL,164,9,173,180,0,0,106,74,11.6,ANGIE JUNIOR HIGH SCHOOL,188,0,188,191,0,0,106,85,14.1
220186001420,ENON ELEMENTARY SCHOOL,183,59,242,347,0,1,4,342,16.9,ENON ELEMENTARY SCHOOL,217,53,270,369,0,2,2,365,18
220186001421,FRANKLINTON ELEMENTARY SCHOOL,303,23,326,392,0,2,194,196,14.5,FRANKLINTON ELEMENTARY SCHOOL,367,34,401,496,1,7,225,262,18
220186001422,FRANKLINTON JUNIOR HIGH SCHOOL,368,47,415,520,0,4,190,324,16,FRANKLINTON JUNIOR HIGH SCHOOL,391,52,443,563,0,3,203,357,17.8
220186001423,FRANKLINTON PRIMARY SCHOOL,441,23,464,518,1,7,253,256,13.1,FRANKLINTON PRIMARY SCHOOL,394,35,429,531,3,9,236,282,14.8
220186001424,FRANKLINTON HIGH SCHOOL,342,64,406,627,7,2,215,401,12.4,FRANKLINTON HIGH SCHOOL,451,99,550,781,2,5,252,520,15.200000000000001
220186001425,MT. HERMON SCHOOL,344,45,389,523,0,2,180,341,13.6,MT. HERMON SCHOOL,354,50,404,537,0,1,187,349,14.1
220186001426,PINE HIGH SCHOOL,476,32,508,563,1,2,105,453,12.3,PINE SCHOOL,495,12,507,558,0,1,126,431,14.700000000000001
220186001427,THOMAS JUNIOR HIGH SCHOOL,449,5,454,467,0,0,123,344,16.7,THOMAS ELEMENTARY SCHOOL,539,4,543,560,0,3,126,429,17
220186001428,VARNADO ELEMENTARY SCHOOL,218,0,218,221,0,0,105,116,13.8,VARNADO ELEMENTARY SCHOOL,197,0,197,201,0,0,78,123,14.4
220186001429,VARNADO HIGH SCHOOL,175,0,175,181,7,1,134,39,9.3,VARNADO HIGH SCHOOL,169,0,169,172,0,2,123,47,9.6
220186001431,WESLEY RAY ELEMENTARY SCHOOL,198,4,202,211,0,0,145,66,13.2,WESLEY RAY ELEMENTARY SCHOOL,189,-1,190,200,0,0,159,38,12.5
220189000826,HOPE YOUTH RANCH ALTERNATIVE CENTER,71,0,71,74,0,0,39,35,18.5,HOPE YOUTH RANCH ALTERNATIVE CENTER,62,0,62,65,1,1,38,25,15.9
220189001432,BROWN MIDDLE SCHOOL,107,27,134,217,2,3,95,117,13.4,BROWN MIDDLE SCHOOL,125,21,146,206,0,2,120,82,15
220189001433,BROWNING ELEMENTARY SCHOOL,176,27,203,369,1,4,197,166,16.5,BROWNING ELEMENTARY SCHOOL,231,35,266,376,1,5,181,187,16.6
220189001435,COTTON VALLEY HIGH SCHOOL,182,25,207,340,0,1,165,174,13.2,COTTON VALLEY HIGH SCHOOL,208,33,241,339,0,1,170,168,13.6
220189001436,DOYLINE HIGH SCHOOL,104,24,128,310,1,6,59,244,15,DOYLINE HIGH SCHOOL,117,35,152,303,0,7,67,227,14.6
220189001439,J. E. HARPER ELEMENTARY SCHOOL,128,23,151,338,0,0,101,237,17.3,J. E. HARPER ELEMENTARY SCHOOL,136,27,163,353,0,2,114,237,18.3
220189001440,CENTRAL ELEMENTARY SCHOOL,291,65,356,623,2,14,186,419,17.8,CENTRAL ELEMENTARY SCHOOL,302,70,372,639,2,19,168,450,19.5
220189001441,HOWELL ELEMENTARY SCHOOL,137,22,159,228,1,2,123,102,14,HOWELL ELEMENTARY SCHOOL,136,11,147,214,1,1,110,101,14.9
220189001442,J. L. JONES ELEMENTARY SCHOOL,296,25,321,437,0,3,431,3,16.8,J. L. JONES ELEMENTARY SCHOOL,349,34,383,427,0,1,422,4,16.6
220189001443,WEBSTER PARISH ALTERNATIVE SCHOOL,65,2,67,82,0,0,73,9,7.5,WEBSTER PARISH ACHIEVEMENT CENTER,69,6,75,90,0,0,81,9,8.700000000000001
220189001444,MINDEN HIGH SCHOOL,302,66,368,811,4,5,446,356,16.4,MINDEN HIGH SCHOOL,331,52,383,785,3,7,422,353,17.3
220189001445,J. A. PHILLIPS MIDDLE SCHOOL,130,15,145,218,1,0,137,80,13.8,J. A. PHILLIPS MIDDLE SCHOOL,190,23,213,306,2,4,178,122,16.3
220189001446,E. S. RICHARDSON ELEMENTARY SCHOOL,154,52,206,484,1,5,144,333,18.8,E. S. RICHARDSON ELEMENTARY SCHOOL,210,60,270,460,2,3,148,304,17.2
220189001447,SAREPTA HIGH SCHOOL,87,55,142,468,0,3,3,462,15.6,SAREPTA HIGH SCHOOL,140,43,183,515,0,2,3,510,17.6
220189001448,SHONGALOO HIGH SCHOOL,83,36,119,306,3,0,36,267,15.1,SHONGALOO HIGH SCHOOL,108,37,145,315,3,0,29,283,16.3
220189001450,LAKESIDE JUNIOR-SENIOR HIGH SCHOOL,147,52,199,478,0,4,157,317,14.9,LAKESIDE JUNIOR-SENIOR HIGH SCHOOL,159,44,203,454,1,9,134,307,15.4
220189001451,SPRINGHILL HIGH SCHOOL,164,29,193,393,0,1,175,217,14.6,SPRINGHILL JUNIOR-SENIOR HIGH SCHOOL,265,52,317,547,3,9,268,267,14.9
220189001452,SPRINGHILL JUNIOR HIGH SCHOOL,127,24,151,230,2,4,114,110,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220189001453,STEWART ELEMENTARY SCHOOL,290,27,317,354,0,1,290,63,14.8,STEWART ELEMENTARY SCHOOL,211,31,242,281,0,2,231,48,14.6
220189001454,UNION ELEMENTARY SCHOOL,133,30,163,293,0,5,53,234,16.3,UNION ELEMENTARY SCHOOL,170,32,202,321,0,3,65,251,17.6
220189001455,WEBSTER JUNIOR HIGH SCHOOL,278,45,323,546,0,3,305,238,16.2,WEBSTER JUNIOR HIGH SCHOOL,236,53,289,439,1,3,260,175,16.2
220189001537,WEBSTER PARISH EXPULSION SCHOOL,3,0,3,6,0,0,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220192000419,BRUSLY ELEMENTARY SCHOOL,182,47,229,387,1,4,145,237,15.2,BRUSLY ELEMENTARY SCHOOL,198,48,246,460,2,6,183,268,16
220192000448,LUKEVILLE UPPER ELEMENTARY SCHOOL,173,35,208,384,0,3,173,208,17.3,LUKEVILLE UPPER ELEMENTARY SCHOOL,178,43,221,394,1,4,164,224,16.4
220192001457,BRUSLY HIGH SCHOOL,171,50,221,535,0,8,192,335,15.2,BRUSLY HIGH SCHOOL,162,53,215,574,0,6,210,356,16.4
220192001458,BRUSLY MIDDLE SCHOOL,177,33,210,396,0,4,163,229,16,BRUSLY MIDDLE SCHOOL,163,42,205,412,1,2,174,235,17.2
220192001459,CHAMBERLIN ELEMENTARY SCHOOL,163,22,185,226,0,4,85,136,12.8,CHAMBERLIN ELEMENTARY SCHOOL,146,27,173,219,0,5,88,126,12
220192001460,COHN ELEMENTARY SCHOOL,238,6,244,254,0,0,196,58,9.9,COHN ELEMENTARY SCHOOL,214,9,223,250,0,2,202,46,10.700000000000001
220192001461,DEVALL MIDDLE SCHOOL,175,46,221,278,1,0,103,174,13.2,DEVALL MIDDLE SCHOOL,162,30,192,251,0,1,107,142,13.9
220192001463,PORT ALLEN ELEMENTARY SCHOOL,182,21,203,225,0,1,168,56,9.6,PORT ALLEN ELEMENTARY SCHOOL,206,18,224,247,0,4,203,40,11
220192001464,PORT ALLEN HIGH SCHOOL,242,40,282,431,3,1,256,170,11.4,PORT ALLEN HIGH SCHOOL,257,36,293,433,5,1,269,157,13.200000000000001
220192001548,PORT ALLEN MIDDLE SCHOOL,249,14,263,289,0,2,218,69,12.3,PORT ALLEN MIDDLE SCHOOL,280,19,299,337,0,1,262,74,15
220195001467,EPPS HIGH SCHOOL,216,32,248,295,0,1,150,144,10.5,EPPS HIGH SCHOOL,222,20,242,270,0,4,131,135,11.3
220195001468,FISKE UNION SCHOOL,107,19,126,177,0,2,0,175,15.8,FISKE UNION SCHOOL,108,19,127,167,0,3,0,164,14.9
220195001469,FOREST SCHOOL,229,70,299,444,1,9,7,427,14.6,FOREST SCHOOL,263,66,329,493,1,11,9,472,16
220195001470,GOODWILL ELEMENTARY SCHOOL,81,27,108,151,2,0,0,148,14.1,GOODWILL ELEMENTARY SCHOOL,88,25,113,158,0,0,0,157,14.1
220195001471,KILBOURNE HIGH SCHOOL,199,45,244,364,1,8,42,313,12.6,KILBOURNE HIGH SCHOOL,200,45,245,351,1,9,60,281,13.5
220195001472,OAK GROVE HIGH SCHOOL,207,30,237,381,0,6,81,293,13,OAK GROVE HIGH SCHOOL,180,26,206,346,0,6,65,274,12.9
220195001992,PIONEER ELEMENTARY SCHOOL,153,12,165,175,1,8,78,88,12.4,PIONEER ELEMENTARY SCHOOL,109,12,121,138,0,4,69,65,11.8
220195002011,OAK GROVE ELEMENTARY SCHOOL,239,34,273,359,1,8,115,235,13.9,OAK GROVE ELEMENTARY SCHOOL,273,25,298,388,2,9,110,267,16.7
220198001276,WEST FELICIANA MIDDLE SCHOOL,220,57,277,583,2,2,227,351,13.9,WEST FELICIANA MIDDLE SCHOOL,231,36,267,565,3,1,241,319,13.5
220198001474,BAINS ELEMENTARY SCHOOL,248,65,313,591,3,1,265,322,12.2,BAINS ELEMENTARY SCHOOL,261,58,319,626,3,1,289,333,13.3
220198001476,WEST FELICIANA HIGH SCHOOL,221,44,265,655,1,1,268,383,12.6,WEST FELICIANA HIGH SCHOOL,197,43,240,657,1,2,256,395,12.8
220198001477,TUNICA ELEMENTARY SCHOOL,54,19,73,132,0,0,33,99,13.8,TUNICA ELEMENTARY SCHOOL,48,23,71,122,1,0,31,90,13.6
220198002012,BAINS LOWER ELEMENTARY SCHOOL,244,33,277,487,3,1,258,225,12.7,BAINS LOWER ELEMENTARY SCHOOL,238,22,260,477,2,2,247,226,12.6
220201001478,ATLANTA SCHOOL,169,32,201,284,0,0,122,161,14.7,ATLANTA SCHOOL,159,34,193,279,0,0,111,168,14.1
220201001479,CALVIN HIGH SCHOOL,145,39,184,308,0,0,67,240,14.5,CALVIN HIGH SCHOOL,147,28,175,305,0,5,62,235,15.8
220201001480,DODSON HIGH SCHOOL,170,81,251,394,0,0,37,357,13.7,DODSON HIGH SCHOOL,196,55,251,408,0,2,38,368,14.8
220201001481,WINNFIELD KINDERGARTEN,159,27,186,254,0,7,89,157,16.4,WINNFIELD KINDERGARTEN,143,19,162,235,1,4,78,151,13.4
220201001484,WINNFIELD PRIMARY SCHOOL,276,32,308,412,0,3,193,216,15,WINNFIELD PRIMARY SCHOOL,297,24,321,448,0,7,195,245,17.900000000000002
220201001486,WINNFIELD MIDDLE SCHOOL,273,21,294,408,5,4,184,215,14.8,WINNFIELD MIDDLE SCHOOL,261,27,288,387,1,6,169,211,15.8
220201001487,WINNFIELD SENIOR HIGH SCHOOL,215,35,250,465,7,4,190,264,14.2,WINNFIELD SENIOR HIGH SCHOOL,240,24,264,443,7,2,187,247,14.6
220201001673,WINNFIELD INTERMEDIATE SCHOOL,172,24,196,260,1,2,121,136,16.3,WINNFIELD INTERMEDIATE SCHOOL,163,25,188,256,0,4,115,137,15.1
228010001596,C. PAUL PHELPS CORRECTIONAL CENTER,11,0,11,14,0,0,12,2,14,C. PAUL PHELPS CORRECTIONAL CENTER,12,-1,12,15,0,0,13,2,15
228010001607,DAVID WADE CORRECTIONAL CENTER,12,6,18,21,0,0,18,3,21,DAVID WADE CORRECTIONAL CENTER,37,0,37,40,0,0,36,4,20
228010001608,SCENIC ALTERNATIVE HIGH SCHOOL,52,8,60,63,0,0,56,7,7,SCENIC ALTERNATIVE HIGH SCHOOL,53,-1,53,56,0,2,39,15,7
228010001609,ELAYN HUNT CORRECTIONAL CENTER,24,3,27,30,0,0,24,6,20,ELAYN HUNT CORRECTIONAL CENTER,19,0,19,22,0,0,19,3,14.700000000000001
228010001611,LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN,1,0,1,4,0,0,3,1,8,LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN,3,-1,3,6,0,0,4,2,12
228010001614,RIVERSIDE ALTERNATIVE HIGH SCHOOL,28,8,36,39,0,1,29,9,9.8,RIVERSIDE ALTERNATIVE HIGH SCHOOL,27,0,27,30,0,1,22,6,10
228010001619,SOUTHSIDE ALTERNATIVE HIGH SCHOOL,101,12,113,116,0,0,92,23,10.5,SOUTHSIDE ALTERNATIVE HIGH SCHOOL,78,-1,78,81,0,2,67,12,8.1
228010001621,LOUISIANA STATE PENITENTIARY,7,3,10,13,0,1,10,2,13,LOUISIANA STATE PENITENTIARY,11,0,11,14,0,0,10,4,7
228010001623,FORCHT WADE CORRECTIONAL CENTER,7,0,7,10,0,0,5,5,10,FORCHT WADE CORRECTIONAL CENTER,8,0,8,11,0,0,7,4,11
228010001624,DIXON CORRECTIONAL INSTITUTE,34,0,34,37,0,0,29,8,37,DIXON CORRECTIONAL INSTITUTE,52,0,52,55,0,0,48,7,13.8
228010001626,WASHINGTON CORRECTIONAL INSTITUTE,9,1,10,13,0,0,12,1,13,WASHINGTON CORRECTIONAL INSTITUTE,16,0,16,19,0,0,15,4,19
228010001627,AVOYELLES CORRECTIONAL CENTER,15,0,15,18,0,0,15,3,9,AVOYELLES CORRECTIONAL CENTER,25,0,25,28,0,0,23,5,14
228010001688,SCENIC ALTERNATIVE HIGH SCHOOL (JRDC),9,0,9,12,0,0,11,1,6,SCENIC ALTERNATIVE HIGH SCHOOL (JRDC),16,-1,16,19,0,0,13,6,19
228010001721,METROPOLITAN DEVELOPMENTAL CENTER,6,0,6,9,0,1,4,4,4.5,METROPOLITAN DEVELOPMENTAL CENTER,0,0,0,2,0,0,1,1,4
228010001722,CENTRAL LOUISIANA STATE HOSPITAL,10,1,11,14,0,0,7,7,5.6,CENTRAL LOUISIANA STATE HOSPITAL,5,0,5,8,0,0,5,3,2.7
228010001724,EASTERN LA MENTAL HEALTH SYS EAST/JACKSON,2,0,2,5,0,0,3,2,10,EASTERN LA MENTAL HEALTH SYS/JACKSON,1,0,1,4,0,0,4,0,4
228010001725,EASTERN LA MENTAL SYSTEM FORENSIC DIV/JACKSON,5,0,5,8,0,0,6,2,16,EASTERN LA MENTAL SYSTEM FORENSIC DIV/JACKSON,3,0,3,6,0,0,5,1,6
228010001726,EASTERN LA MENTAL HEALTH/GREENWELL SPRGS,63,0,63,68,0,0,36,31,5.4,EASTERN LA MENTAL HEALTH/GREENWELL SPRGS,75,0,75,78,0,1,34,41,7.1000000000000005
228010001727,HAMMOND DEVELOPMENTAL CENTER/SSD#1,-2,-2,-2,1,0,0,1,0,2,HAMMOND DEVELOPMENTAL CENTER,2,0,2,5,0,0,1,4,5
228010001728,LEESVILLE DEVELOPMENTAL CENTER,10,3,13,16,0,0,13,3,4,LEESVILLE DEVELOPMENTAL CENTER,11,0,11,14,0,0,11,3,3.5
228010001729,NORTHWEST DEVELOPMENTAL CENTER,-2,-2,-2,2,0,0,1,1,0.7,NORTHWEST DEVELOPMENTAL CENTER,1,0,1,4,0,0,2,2,1.6
228010001730,PINECREST DEVELOPMENTAL CENTER,4,0,4,7,0,0,2,5,4.7,PINECREST DEVELOPMENTAL CENTER,5,0,5,8,0,0,2,6,4
228010001731,RUSTON DEVELOPMENTAL CENTER/SSD#1,4,3,7,10,0,0,6,4,5,RUSTON DEVELOPMENTAL CENTER,10,0,10,13,0,0,7,6,3.7
228010001732,SOUTHEAST LOUISIANA STATE HOSPITAL,69,2,71,74,0,0,35,38,7.4,SOUTHEAST LOUISIANA STATE HOSPITAL,27,0,27,30,1,0,16,13,4.3
228010001734,NEW ORLEANS ADOLESCENT HOSPITAL,24,0,24,27,0,0,14,13,4.2,NEW ORLEANS ADOLESCENT HOSPITAL,8,0,8,11,0,0,8,3,3.1
228010001962,J LEVY DABADIE CORRECTIONAL CENTER,4,0,4,7,0,0,4,3,7,J. LEVY DABADIE CORRECTIONAL CENTER,7,0,7,10,0,0,8,2,10
228010001963,STEPHEN HOYLE REHABILITATION CENTER,-2,-2,-2,2,0,0,2,0,2,STEPHEN HOYLE REHABILITATION CENTER,12,0,12,15,0,0,12,3,15
220003902013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPPER MILL ELEMENTARY SCHOOL,196,59,255,600,4,4,249,343,17.400000000000002
220004300949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NELSON ELEMENTARY SCHOOL,219,21,240,257,0,3,252,2,12.9
220004400981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOPHIE B. WRIGHT INST.OF ACADEMIC EXCELLENCE,308,4,312,320,0,12,306,1,64
220004500932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCDONOGH #15: A KIPP TRANSFORMATION SCHOOL,371,19,390,419,0,0,419,0,13.5
220004500958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KIPP PHILLIPS ACADEMY,54,8,62,88,0,0,88,0,18.3
220004600897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAMUEL J. GREEN CHARTER SCHOOL,342,-1,342,345,0,0,345,0,14.9
220004801208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAMES M. SINGLETON CHARTER SCHOOL,698,0,698,701,0,0,701,0,18.900000000000002
220004900414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DR. M.L.K. CHARTER SCHOOL FOR SCIENCE & TECH.,424,0,424,427,0,4,423,0,13.8
220005000936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCDONOGH #28 CITY PARK ACADEMY,212,11,223,289,0,0,288,1,152.1
220005001622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEW ORLEANS FREE SCHOOL,82,4,86,133,1,2,125,5,22.900000000000002
220005100914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAFAYETTE ACADEMY OF NEW ORLEANS,719,38,757,791,0,17,746,28,19.3
220005300853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARTIN BEHRMAN ELEMENTARY SCHOOL,223,8,231,553,0,3,546,2,12
220005300883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DWIGHT D. EISENHOWER ELEMENTARY SCHOOL,141,20,161,558,61,6,481,5,15.5
220005300885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILLIAM J. FISCHER ELEMENTARY SCHOOL,190,-1,193,443,0,7,436,0,17
220005300938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCDONOGH #32 ELEMENTARY SCHOOL,23,0,23,161,1,0,160,0,14.6
220005300946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARRIET TUBMAN ELEMENTARY SCHOOL,204,5,209,440,0,8,423,2,17.6
220005300972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O.P. WALKER SENIOR HIGH SCHOOL,246,10,256,828,3,3,815,2,21.8
