NCESSCH,SCHNAM04,FRELCH04,REDLCH04,TOTFRL04,MEMBER04,ASIAN04,HISP04,BLACK04,WHITE04,PUPTCH04,SCHNAM06,FRELCH06,REDLCH06,TOTFRL06,MEMBER06,ASIAN06,HISP06,BLACK06,WHITE06,PUPTCH06
220027000131,CARRIE MARTIN ELEMENTARY SCHOOL,231,18,249,280,1,0,220,57,10.6,CARRIE MARTIN ELEMENTARY SCHOOL,246,12,258,291,1,0,219,70,11.1
220027000132,PLAIN DEALING HIGH SCHOOL,99,10,109,136,0,1,107,28,7.2,PLAIN DEALING HIGH SCHOOL,111,8,119,142,0,0,125,17,8
220027000133,PLANTATION PARK ELEMENTARY SCHOOL,447,49,496,581,14,41,375,150,15.2,PLANTATION PARK ELEMENTARY SCHOOL,505,53,558,639,12,43,450,133,15.700000000000001
220027000134,PLATT ELEMENTARY SCHOOL,235,39,274,568,2,10,113,439,17.4,PLATT ELEMENTARY SCHOOL,245,40,285,582,4,22,106,448,17.6
220027000135,HAUGHTON MIDDLE SCHOOL,315,60,375,894,1,17,169,704,18.9,HAUGHTON MIDDLE SCHOOL,317,87,404,906,4,26,169,698,18.5
220027000137,RUSHEON MIDDLE SCHOOL,421,96,517,714,15,50,398,248,16.9,RUSHEON MIDDLE SCHOOL,430,78,508,682,13,59,403,204,15.4
220027000138,SUN CITY ELEMENTARY SCHOOL,96,34,130,575,14,25,84,452,16.6,SUN CITY ELEMENTARY SCHOOL,139,37,176,639,20,24,117,478,16.9
220027000139,WALLER ELEMENTARY SCHOOL,291,86,377,608,12,49,288,259,15.8,WALLER ELEMENTARY SCHOOL,309,74,383,583,18,59,278,228,15.3
220027000218,JOHNNY GRAY JONES YOUTH SHLTR & DETENTION CNTR,13,0,13,30,0,1,17,12,12,JOHNNY GRAY JONES YOUTH SHLTR & DETENTION CNTR,6,0,6,41,0,0,30,11,20.5
220027000316,CHARLOTTE ANN MITCHELL EDUCATIONAL CENTER,54,6,60,84,1,3,46,34,5.8,CHARLOTTE ANN MITCHELL EDUCATIONAL CENTER,41,-1,44,57,0,0,37,20,3.8000000000000003
220027000842,BENTON MIDDLE SCHOOL,192,43,235,692,1,13,121,556,18.1,BENTON MIDDLE SCHOOL,175,39,214,683,4,11,122,544,17.400000000000002
220027000846,PLAIN DEALING MIDDLE SCHOOL,101,7,108,118,0,0,96,22,11,PLAIN DEALING MIDDLE SCHOOL,88,5,93,102,0,0,80,21,10.200000000000001
220027001079,PRINCETON ELEMENTARY SCHOOL,226,54,280,561,3,8,114,434,18.4,PRINCETON ELEMENTARY SCHOOL,255,46,301,595,4,19,115,452,19.3
220027001086,"RED RIVER MARINE INSTITUTE, INC.",2,0,2,43,0,0,36,7,-1,RED RIVER MARINE INSTITUTE INC.,35,-1,37,56,0,1,45,10,-1
220027001573,COPE MIDDLE SCHOOL,194,32,226,565,9,11,176,368,16.8,COPE MIDDLE SCHOOL,186,29,215,581,10,25,189,355,16.4
220027001574,T.L. RODES ELEMENTARY SCHOOL,263,41,304,586,3,15,106,461,16.6,T.L. RODES ELEMENTARY SCHOOL,255,59,314,656,9,21,118,508,15.700000000000001
220027001870,STOCKWELL PLACE ELEMENTARY SCHOOL,75,17,92,714,13,21,55,625,17.2,STOCKWELL PLACE ELEMENTARY SCHOOL,90,24,114,830,24,15,102,689,18.2
220027001993,BUTLER EDUCATIONAL COMPLEX,65,9,74,162,1,5,60,95,11.5,BUTLER EDUCATIONAL COMPLEX,87,10,97,182,1,6,91,82,11.1
220030000141,ARTHUR CIRCLE ELEMENTARY SCHOOL,185,32,217,466,2,7,147,310,15.1,ARTHUR CIRCLE ELEMENTARY SCHOOL,235,25,260,459,3,6,189,260,15.4
220030000142,ATKINS ELEMENTARY SCHOOL,504,12,516,538,0,0,530,8,14.8,ATKINS TECHNOLOGY ELEMENTARY SCHOOL,502,8,510,523,0,2,514,7,14.8
220030000143,BARRET ELEMENTARY SCHOOL,278,1,279,286,0,2,252,31,10.9,BARRET ELEMENTARY SCHOOL,258,8,266,269,2,5,248,14,11.4
220030000144,BETHUNE MIDDLE SCHOOL,625,13,638,713,0,0,697,16,16.9,BETHUNE MIDDLE SCHOOL,487,11,498,534,0,0,524,10,12.3
220030000145,BLANCHARD ELEMENTARY SCHOOL,161,34,195,425,2,6,70,346,15.3,BLANCHARD ELEMENTARY SCHOOL,155,34,189,438,0,6,66,366,14.9
220030000146,BROADMOOR MIDDLE LABORATORY SCHOOL,468,34,502,703,10,15,490,188,15.7,BROADMOOR MIDDLE LABORATORY SCHOOL,408,32,440,587,5,9,453,118,13.4
220030000147,C.E. BYRD HIGH SCHOOL,482,57,539,1951,27,37,829,1052,18.3,C.E. BYRD HIGH SCHOOL,574,76,650,1993,26,43,840,1079,18.6
220030000150,CADDO HEIGHTS ELEMENTARY SCHOOL,621,11,632,664,0,0,659,5,14.8,CADDO HEIGHTS ELEMENTARY SCHOOL,612,14,626,646,0,1,637,8,16.4
220030000151,CAPTAIN SHREVE HIGH SCHOOL,203,33,236,1097,8,17,373,697,18.1,CAPTAIN SHREVE HIGH SCHOOL,300,45,345,1247,16,23,539,667,17.400000000000002
220030000152,CENTRAL ELEMENTARY SCHOOL,274,5,279,295,0,0,294,1,15,CENTRAL ELEMENTARY SCHOOL,172,13,185,205,0,0,204,1,12.3
220030000153,CHEROKEE PARK ELEMENTARY SCHOOL,304,19,323,347,0,0,346,1,15,CHEROKEE PARK ELEMENTARY SCHOOL,303,11,314,340,0,0,339,1,15.3
220030000154,CLAIBORNE FUNDAMENTAL ELEMENTARY SCHOOL,241,49,290,427,1,1,359,66,15.9,CLAIBORNE FUNDAMENTAL ELEMENTARY SCHOOL,255,49,304,436,0,2,392,42,16.3
220030000155,J. S. CLARK MIDDLE SCHOOL,635,19,654,740,0,2,731,7,19.6,J. S. CLARK MIDDLE SCHOOL,568,18,586,647,0,2,641,4,17.3
220030000156,CRESWELL ELEMENTARY SCHOOL,323,16,339,382,31,47,232,69,12,CRESWELL ELEMENTARY SCHOOL,349,23,372,444,23,81,277,62,13.6
220030000157,EDEN GARDENS FUNDAMENTAL ELEMENTARY SCHOOL,65,17,82,458,10,1,173,274,17.1,EDEN GARDENS FUNDAMENTAL ELEMENTARY SCHOOL,50,21,71,471,22,4,160,285,16.8
220030000158,CADDO PARISH MIDDLE MAGNET SCHOOL,188,70,258,1213,41,11,396,765,18.7,CADDO PARISH MIDDLE MAGNET SCHOOL,195,58,253,1257,43,12,367,835,19.2
220030000159,EIGHTY-FIRST STREET ECE CENTER,139,11,150,187,1,0,174,12,6.5,EIGHTY-FIRST STREET ECE CENTER,174,12,186,247,0,1,228,17,8.6
220030000160,FAIRFIELD MAGNET SCHOOL,100,12,112,376,17,5,134,220,15.2,FAIRFIELD MAGNET SCHOOL,75,17,92,406,18,6,101,281,14.8
220030000161,FAIR PARK HIGH SCHOOL,518,25,543,726,0,1,721,4,12.8,FAIR PARK HIGH SCHOOL,618,35,653,788,0,0,777,11,14.8
220030000162,FOREST HILL ELEMENTARY SCHOOL,250,51,301,756,1,13,222,517,16.8,FOREST HILL ELEMENTARY SCHOOL,290,62,352,794,8,16,296,470,16.9
220030000163,GREEN OAKS HIGH SCHOOL,367,19,386,524,0,1,522,1,16.3,GREEN OAKS HIGH SCHOOL,426,18,444,551,0,0,548,3,14.700000000000001
220030000165,HERNDON MAGNET SCHOOL,138,59,197,842,0,3,118,717,17.7,HERNDON MAGNET SCHOOL,133,50,183,780,2,2,90,684,16
220030000166,HILLSDALE ELEMENTARY SCHOOL,361,37,398,478,0,3,443,32,14.9,HILLSDALE ELEMENTARY SCHOOL,359,32,391,482,2,4,456,19,15.3
220030000167,CADDO MIDDLE CAREER AND TECHNOLOGY SCHOOL,409,42,451,528,0,1,509,18,19,CADDO MIDDLE CAREER AND TECHNOLOGY SCHOOL,332,35,367,412,1,0,407,4,17
220030000169,HUNTINGTON HIGH SCHOOL,447,53,500,1228,4,12,896,314,16.6,HUNTINGTON HIGH SCHOOL,598,68,666,1213,3,14,973,221,17.1
220030000170,INGERSOLL ELEMENTARY SCHOOL,214,2,216,220,0,0,220,0,10.8,INGERSOLL ELEMENTARY SCHOOL,229,0,229,232,0,0,231,1,11.9
220030000171,JUDSON FUNDAMENTAL ELEMENTARY SCHOOL,241,61,302,481,1,6,434,39,17.7,JUDSON FUNDAMENTAL ELEMENTARY SCHOOL,247,47,294,491,1,4,463,22,18.3
220030000172,LAKESHORE ELEMENTARY SCHOOL,500,22,522,543,0,2,540,1,15,LAKESHORE ELEMENTARY SCHOOL,521,10,531,572,0,1,569,2,16.2
220030000174,LINEAR MIDDLE SCHOOL,446,18,464,520,0,0,520,0,15.6,LINEAR MIDDLE SCHOOL,394,10,404,439,0,3,436,0,12.8
220030000175,LINWOOD MIDDLE SCHOOL,685,30,715,819,0,2,808,9,16.3,LINWOOD MIDDLE SCHOOL,565,26,591,638,0,2,627,8,14
220030000177,MOORETOWN ELEMENTARY PROFESSIONAL DEVELOP. SCH,271,20,291,307,0,0,307,0,11.4,MOORETOWN ELEMENTARY PROFESSIONAL DEVELOP. SCH,231,5,236,255,0,0,254,1,9.200000000000001
220030000178,MOORINGSPORT ELEMENTARY SCHOOL,121,30,151,217,1,3,20,192,11.9,MOORINGSPORT ELEMENTARY SCHOOL,143,27,170,260,0,2,20,237,14.1
220030000179,NORTH CADDO HIGH SCHOOL,190,25,215,396,0,1,206,189,12.3,NORTH CADDO HIGH SCHOOL,216,23,239,409,0,2,178,228,12
220030000180,NORTH HIGHLANDS ELEMENTARY SCHOOL,277,31,308,468,1,4,256,207,13.1,NORTH HIGHLANDS ELEMENTARY SCHOOL,304,32,336,462,3,6,303,150,12.5
220030000181,NORTHSIDE ELEMENTARY SCHOOL,387,15,402,427,0,0,424,3,14.6,NORTHSIDE ELEMENTARY SCHOOL,408,14,422,458,0,0,455,3,16.5
220030000182,NORTHWOOD HIGH SCHOOL,234,37,271,902,4,3,325,570,18.1,NORTHWOOD HIGH SCHOOL,357,71,428,1004,1,6,388,605,17.7
220030000183,OAK PARK ELEMENTARY SCHOOL,393,7,400,414,0,0,410,4,13.2,OAK PARK ELEMENTARY SCHOOL,318,10,328,340,0,2,332,6,13
220030000185,OIL CITY ELEMENTARY SCHOOL,254,36,290,362,1,3,143,211,13.7,OIL CITY ELEMENTARY SCHOOL,234,41,275,359,0,4,143,211,12.6
220030000187,PINE GROVE ELEMENTARY SCHOOL,302,12,314,335,0,0,335,0,13.7,PINE GROVE ELEMENTARY SCHOOL,327,6,333,352,0,0,352,0,14.5
220030000188,QUEENSBOROUGH ELEMENTARY SCHOOL,307,1,308,314,0,0,311,3,13.7,QUEENSBOROUGH ELEMENTARY SCHOOL,266,7,273,282,0,0,277,5,14.4
220030000189,RIDGEWOOD MIDDLE SCHOOL,413,60,473,870,19,26,447,377,18.5,RIDGEWOOD MIDDLE SCHOOL,409,81,490,740,15,24,455,244,15.6
220030000190,RIVERSIDE ELEMENTARY SCHOOL,90,32,122,452,8,11,108,325,14,RIVERSIDE ELEMENTARY SCHOOL,107,33,140,453,9,12,113,319,13
220030000194,NEWTON SMITH ELEMENTARY SCHOOL,214,9,223,237,0,2,233,2,12.7,NEWTON SMITH ELEMENTARY SCHOOL,258,6,264,273,0,2,266,5,15.5
220030000195,SOUTH HIGHLANDS ELEMENTARY MAGNET SCHOOL,53,12,65,479,17,1,150,309,14.1,SOUTH HIGHLANDS ELEMENTARY MAGNET SCHOOL,51,17,68,473,20,4,127,318,13.9
220030000196,SOUTHERN HILLS ELEMENTARY SCHOOL,519,48,567,689,0,10,534,145,15.9,SOUTHERN HILLS ELEMENTARY SCHOOL,579,49,628,739,13,6,618,100,15.5
220030000197,SOUTHWOOD HIGH SCHOOL,462,66,528,1604,9,16,848,724,19.3,SOUTHWOOD HIGH SCHOOL,542,105,647,1518,12,20,842,642,17.6
220030000198,A. C. STEERE ELEMENTARY SCHOOL,104,18,122,426,9,2,83,331,14,A. C. STEERE ELEMENTARY SCHOOL,119,23,142,429,6,1,113,307,13.700000000000001
220030000199,E.B. WILLIAMS STONER HILL ELEM LAB SCHOOL,277,13,290,309,0,1,290,18,12.3,E.B. WILLIAMS STONER HILL ELEM LAB SCHOOL,285,10,295,310,0,0,306,4,11.9
220030000200,SUMMERFIELD ELEMENTARY SCHOOL,232,47,279,647,6,15,210,413,16.5,SUMMERFIELD ELEMENTARY SCHOOL,286,54,340,665,5,8,291,358,15.8
220030000201,SUMMER GROVE ELEMENTARY SCHOOL,351,65,416,609,9,9,370,215,16.2,SUMMER GROVE ELEMENTARY SCHOOL,404,61,465,640,14,9,441,170,15.3
220030000202,SUNSET ACRES ELEMENTARY SCHOOL,563,23,586,623,0,0,603,18,16.7,SUNSET ACRES ELEMENTARY SCHOOL,477,18,495,514,0,0,498,16,14.200000000000001
220030000203,JACK P. TIMMONS ELEMENTARY SCHOOL,150,19,169,298,1,4,96,196,13.9,JACK P. TIMMONS ELEMENTARY SCHOOL,146,19,165,296,1,6,101,186,13.1
220030000204,UNIVERSITY ELEMENTARY SCHOOL,216,32,248,746,32,12,235,466,15.2,UNIVERSITY ELEMENTARY SCHOOL,223,32,255,874,28,8,257,578,15.9
220030000206,VIVIAN ELEMENTARY/MIDDLE SCHOOL,527,60,587,741,0,2,380,357,13.1,VIVIAN ELEMENTARY/MIDDLE SCHOOL,479,40,519,720,2,12,351,351,13.1
220030000207,WALNUT HILL ELEMENTARY/MIDDLE SCHOOL,621,127,748,1567,5,28,502,1020,17.3,WALNUT HILL ELEMENTARY/MIDDLE SCHOOL,647,123,770,1506,6,24,529,934,17.1
220030000208,BOOKER T. WASHINGTON HIGH SCHOOL,302,21,323,443,0,2,441,0,13.4,BOOKER T. WASHINGTON HIGH SCHOOL,330,21,351,456,0,2,453,1,13.5
220030000209,WERNER PARK ELEMENTARY SCHOOL,456,10,466,519,2,2,499,16,13.7,WERNER PARK ELEMENTARY SCHOOL,491,13,504,529,0,0,510,19,16.8
220030000210,WEST SHREVEPORT ELEMENTARY SCHOOL,330,13,343,376,0,1,375,0,12.7,MRS. EDDIE JONES W SHREVEPORT ELEMENTARY SCH.,385,8,393,425,0,1,423,1,15.1
220030000211,WESTWOOD ELEMENTARY SCHOOL,464,15,479,498,0,1,490,7,14.1,WESTWOOD ELEMENTARY SCHOOL,429,22,451,466,0,0,452,14,15
220030000212,WOODLAWN HIGH SCHOOL,653,34,687,798,0,0,783,15,14.1,WOODLAWN HIGH SCHOOL,666,44,710,845,0,0,834,11,16.8
220030000213,YOUREE DRIVE MIDDLE SCHOOL,349,49,398,995,10,17,457,509,18.8,YOUREE DRIVE MIDDLE SCHOOL,324,31,355,994,20,16,439,515,16.6
220030001510,MIDWAY PROFESSIONAL DEVELOPMENT CENTER,298,6,304,324,0,0,323,1,14.5,MIDWAY PROFESSIONAL DEVELOPMENT CENTER,320,8,328,339,0,0,336,3,15.4
220030001513,SHREVEPORT JOB CORPS OPPORTUNITY CENTER,68,0,68,321,0,0,294,27,16.5,SHREVEPORT JOB CORPS OPPORTUNITY CENTER,58,-1,59,301,0,0,285,16,13.700000000000001
220030001542,HOSSTON ALTERNATIVE SCHOOL,43,3,46,69,0,1,47,21,6.3,HOSSTON ALTERNATIVE SCHOOL,52,-1,55,74,0,0,43,31,8.1
220030001551,CADDO PARISH MAGNET HIGH SCHOOL,85,40,125,1155,56,21,206,871,17.9,CADDO PARISH MAGNET HIGH SCHOOL,127,45,172,1139,56,23,229,828,17.900000000000002
220030001578,SHREVE ISLAND ELEMENTARY SCHOOL,193,65,258,778,16,15,217,528,15.6,SHREVE ISLAND ELEMENTARY SCHOOL,190,39,229,765,14,19,225,505,14.9
220030001676,TURNER ELEMENTARY/MIDDLE SCHOOL,742,109,851,1182,3,13,1011,155,15.1,TURNER ELEMENTARY/MIDDLE SCHOOL,805,83,888,1164,6,15,1045,98,16.9
220030001697,HAMILTON TERRACE LEARNING CENTER,162,3,165,349,0,5,324,20,12.5,HAMILTON TERRACE LEARNING CENTER,211,8,219,352,1,2,336,13,12.8
220030001698,ALEXANDER LEARNING CENTER,116,7,123,141,1,0,114,26,6.4,ALEXANDER LEARNING CENTER,128,-1,131,145,0,0,117,28,6.5
220030001702,CADDO LEARNING CENTER,115,13,128,159,0,0,150,9,8.4,CADDO LEARNING CENTER,97,-1,100,130,0,1,117,12,8.700000000000001
220030001916,OAK TERRACE/J.B. HARVILLE ALTERNATIVE SCHOOL,142,2,144,256,0,0,219,36,6.7,OAK TERRACE/J.B. HARVILLE ALTERNATIVE SCHOOL,147,4,151,245,0,0,213,30,7.8
220030001917,DONNIE BICKHAM MIDDLE SCHOOL,345,62,407,708,0,3,311,390,18.6,DONNIE BICKHAM MIDDLE SCHOOL,377,75,452,668,0,4,317,344,18.8
220030001918,KEITHVILLE ELEMENTARY/MIDDLE SCHOOL,506,94,600,1081,6,9,335,731,17.1,KEITHVILLE ELEMENTARY/MIDDLE SCHOOL,556,97,653,1110,3,14,456,632,16.2
220033000214,S. P. ARNETT MIDDLE SCHOOL,172,59,231,428,0,4,76,348,16.3,S. P. ARNETT MIDDLE SCHOOL,160,39,199,381,1,4,70,305,15.4
220033000215,BARBE ELEMENTARY SCHOOL,257,14,271,280,7,6,222,45,12.4,BARBE ELEMENTARY SCHOOL,245,20,265,285,4,8,241,31,13.200000000000001
220033000216,ALFRED M. BARBE HIGH SCHOOL,280,51,331,1779,47,14,366,1347,18.4,ALFRED M. BARBE HIGH SCHOOL,312,104,416,1829,55,24,467,1279,18.400000000000002
220033000217,BELL CITY HIGH SCHOOL,217,84,301,514,0,1,11,501,13,BELL CITY HIGH SCHOOL,234,92,326,549,1,3,25,520,14.700000000000001
220033000219,BRENTWOOD ELEMENTARY SCHOOL,327,23,350,359,3,0,330,26,12.8,BRENTWOOD ELEMENTARY SCHOOL,317,27,344,366,1,3,338,24,14.200000000000001
220033000220,JAKE DROST SCHOOL FOR EXCEPTIONAL CHILDREN,12,0,12,21,0,0,5,16,4.2,JAKE DROST SCHOOL FOR EXCEPTIONAL CHILDREN,27,-1,30,48,0,0,17,31,9.6
220033000222,JESSIE D. CLIFTON ELEMENTARY SCHOOL,278,19,297,328,2,0,324,2,14.3,JESSIE D. CLIFTON ELEMENTARY SCHOOL,242,29,271,303,2,0,301,0,10.6
220033000223,COLLEGE OAKS ELEMENTARY SCHOOL,216,62,278,366,2,7,179,178,11.3,COLLEGE OAKS ELEMENTARY SCHOOL,194,58,252,336,2,8,157,169,11.1
220033000224,T. S. COOLEY ELEMENTARY MAGNET SCHOOL,54,23,77,308,5,6,122,175,19.3,T. S. COOLEY ELEMENTARY MAGNET SCHOOL,45,33,78,303,3,4,117,179,18.900000000000002
220033000225,DEQUINCY ELEMENTARY SCHOOL,315,58,373,662,1,3,107,550,16.3,DEQUINCY ELEMENTARY SCHOOL,333,67,400,726,1,2,125,592,16.3
220033000226,DEQUINCY MIDDLE SCHOOL,133,24,157,305,0,1,58,246,14.7,DEQUINCY MIDDLE SCHOOL,134,39,173,307,0,1,60,246,14.5
220033000227,DEQUINCY HIGH SCHOOL,101,12,113,334,0,0,50,284,12.8,DEQUINCY HIGH SCHOOL,104,35,139,371,0,1,67,303,14.3
220033000228,DOLBY ELEMENTARY SCHOOL,175,56,231,436,6,6,139,284,13.8,DOLBY ELEMENTARY SCHOOL,203,81,284,479,11,6,172,290,14.3
220033000230,FAIRVIEW ELEMENTARY SCHOOL,279,74,353,473,6,3,337,124,15.3,FAIRVIEW ELEMENTARY SCHOOL,294,58,352,481,9,5,362,104,14.6
220033000232,FRASCH ELEMENTARY SCHOOL,174,70,244,501,0,7,18,476,14.7,FRASCH ELEMENTARY SCHOOL,188,62,250,556,1,11,17,527,15.200000000000001
220033000235,W. T. HENNING ELEMENTARY SCHOOL,252,50,302,493,3,8,41,439,16.2,W. T. HENNING ELEMENTARY SCHOOL,232,66,298,489,2,5,57,421,14.8
220033000236,HENRY HEIGHTS ELEMENTARY SCHOOL,255,51,306,395,4,6,236,147,12.7,HENRY HEIGHTS ELEMENTARY SCHOOL,287,48,335,423,5,14,248,154,13.6
220033000237,SAM HOUSTON HIGH SCHOOL,146,30,176,1051,5,5,54,982,17.1,SAM HOUSTON HIGH SCHOOL,156,56,212,1012,10,9,53,935,16.4
220033000238,IOWA HIGH SCHOOL,214,50,264,508,0,5,95,408,13.9,IOWA HIGH SCHOOL,179,72,251,522,0,3,119,400,14.9
220033000240,M. J. KAUFMAN ELEMENTARY SCHOOL,203,42,245,349,1,0,78,267,14.5,M. J. KAUFMAN ELEMENTARY SCHOOL,262,45,307,386,1,5,118,261,14.3
220033000241,JOHN F. KENNEDY ELEMENTARY SCHOOL,254,5,259,269,0,6,260,3,12.5,JOHN F. KENNEDY ELEMENTARY SCHOOL,246,14,260,266,0,2,254,10,13.6
220033000242,E. K. KEY ELEMENTARY SCHOOL,249,48,297,474,0,5,39,430,15,E. K. KEY ELEMENTARY SCHOOL,266,55,321,500,1,7,45,447,15.3
220033000244,LAGRANGE HIGH SCHOOL,412,38,450,976,9,10,728,225,13,LAGRANGE HIGH SCHOOL,480,92,572,996,10,12,772,200,13.1
220033000245,LAKE CHARLES/BOSTON HIGH SCHOOL,375,31,406,509,0,2,496,11,13.6,LAKE CHARLES/BOSTON HIGH SCHOOL,293,25,318,418,0,4,408,6,11.700000000000001
220033000246,LEBLANC MIDDLE SCHOOL,195,31,226,386,0,3,24,357,13.5,LEBLANC MIDDLE SCHOOL,173,45,218,388,0,2,8,377,14.4
220033000247,W. W. LEWIS MIDDLE SCHOOL,261,62,323,765,1,12,47,704,15.2,W. W. LEWIS MIDDLE SCHOOL,234,95,329,789,6,14,49,719,15.200000000000001
220033000248,MAPLEWOOD MIDDLE SCHOOL,282,81,363,1028,4,8,154,861,15.5,MAPLEWOOD MIDDLE SCHOOL,337,101,438,1032,0,18,182,831,15.3
220033000250,"JOHN J. JOHNSON II, ELEMENTARY SCHOOL",363,9,372,407,2,1,389,15,15.1,JOHN J. JOHNSON II ELEMENTARY SCHOOL,336,13,349,355,0,2,340,13,15.1
220033000251,RAY D. MOLO MIDDLE MAGNET SCHOOL,381,9,390,414,0,2,405,7,12.5,RAY D. MOLO MIDDLE MAGNET SCHOOL,324,14,338,363,0,0,362,1,11.3
220033000252,MOSS BLUFF ELEMENTARY SCHOOL,263,83,346,936,3,4,69,860,17.7,MOSS BLUFF ELEMENTARY SCHOOL,200,97,297,865,6,11,61,786,17
220033000253,MOSS BLUFF MIDDLE SCHOOL,201,56,257,817,6,6,47,756,16,MOSS BLUFF MIDDLE SCHOOL,235,82,317,887,8,7,75,794,16
220033000255,A. A. NELSON ELEMENTARY SCHOOL,262,79,341,637,15,9,167,446,16.1,A. A. NELSON ELEMENTARY SCHOOL,233,98,331,648,30,10,176,432,17.2
220033000256,OAK PARK ELEMENTARY SCHOOL,330,37,367,399,1,3,385,10,16.4,OAK PARK ELEMENTARY SCHOOL,275,19,294,329,0,2,323,4,13.6
220033000257,OAK PARK MIDDLE SCHOOL,321,28,349,508,3,1,464,39,13.5,OAK PARK MIDDLE SCHOOL,381,53,434,582,3,7,547,24,15.8
220033000258,D. S. PERKINS ELEMENTARY SCHOOL,251,22,273,327,0,2,10,314,13.6,D. S. PERKINS ELEMENTARY SCHOOL,208,33,241,287,0,7,12,268,12.6
220033000259,PRIEN LAKE ELEMENTARY SCHOOL,124,45,169,609,19,5,111,473,15.2,PRIEN LAKE ELEMENTARY SCHOOL,149,50,199,604,27,6,121,449,14.8
220033000260,REYNAUD MIDDLE SCHOOL,303,7,310,329,0,3,318,8,13,REYNAUD MIDDLE SCHOOL,251,4,255,263,0,5,250,8,10.4
220033000261,DORETHA A. COMBRE ELEMENTARY SCHOOL,340,9,349,393,0,0,374,19,15.7,COMBRE/FONDEL ELEMENTARY SCHOOL,318,17,335,359,0,3,349,7,14.6
220033000264,ST. JOHN ELEMENTARY SCHOOL,135,2,137,671,2,19,112,536,17.1,ST. JOHN ELEMENTARY SCHOOL,272,79,351,727,7,24,139,556,16.3
220033000265,STARKS HIGH SCHOOL,210,56,266,383,0,0,12,371,11.9,STARKS HIGH SCHOOL,182,58,240,365,0,1,14,349,12.6
220033000266,SULPHUR HIGH SCHOOL,337,53,390,1889,3,20,148,1714,17.6,SULPHUR HIGH SCHOOL,360,102,462,1757,7,22,145,1580,16.7
220033000268,RICHARD W. VINCENT ELEMENTARY SCHOOL,182,37,219,411,5,11,39,356,13.9,RICHARD W. VINCENT ELEMENTARY SCHOOL,222,77,299,448,6,13,70,359,14.200000000000001
220033000269,VINTON ELEMENTARY SCHOOL,313,61,374,547,0,7,129,409,16.6,VINTON ELEMENTARY SCHOOL,249,62,311,474,2,12,94,364,15.200000000000001
220033000270,VINTON HIGH SCHOOL,79,29,108,301,0,1,51,249,13.3,VINTON HIGH SCHOOL,97,35,132,289,1,2,47,239,14.4
220033000271,VINTON MIDDLE SCHOOL,121,25,146,242,1,2,47,192,14.3,VINTON MIDDLE SCHOOL,105,40,145,223,1,2,43,177,14.1
220033000272,WASHINGTON/MARION MAGNET HIGH SCHOOL,187,4,191,744,0,3,737,3,14.8,WASHINGTON/MARION MAGNET HIGH SCHOOL,449,56,505,666,1,2,662,1,13
220033000273,T. H. WATKINS ELEMENTARY SCHOOL,218,22,240,282,3,0,277,2,15.2,T. H. WATKINS ELEMENTARY SCHOOL,206,32,238,258,1,0,252,5,14.9
220033000274,J. I. WATSON MIDDLE SCHOOL,505,91,596,896,5,13,229,647,15.6,J. I. WATSON MIDDLE SCHOOL,451,146,597,913,4,16,263,627,15.3
220033000276,S. J. WELSH MIDDLE SCHOOL,519,88,607,1380,24,14,494,842,16.3,S. J. WELSH MIDDLE SCHOOL,456,108,564,1343,27,18,534,758,15.200000000000001
220033000277,WESTERN HEIGHTS ELEMENTARY SCHOOL,183,38,221,340,0,4,87,248,14.5,WESTERN HEIGHTS ELEMENTARY SCHOOL,161,47,208,314,1,3,76,234,13.1
220033000278,WESTLAKE HIGH SCHOOL,137,36,173,524,0,2,74,446,13.1,WESTLAKE HIGH SCHOOL,122,44,166,526,1,5,87,433,13.1
220033000279,WESTWOOD ELEMENTARY SCHOOL,326,67,393,643,3,7,124,508,19.3,WESTWOOD ELEMENTARY SCHOOL,291,76,367,600,2,5,93,499,17.400000000000002
220033000280,F. K. WHITE MIDDLE SCHOOL,355,44,399,703,6,8,346,341,15.1,F. K. WHITE MIDDLE SCHOOL,334,69,403,678,9,19,335,312,14.8
220033000320,VINCENT SETTLEMENT ELEMENTARY SCHOOL,134,71,205,461,0,0,2,457,15.6,VINCENT SETTLEMENT ELEMENTARY SCHOOL,150,88,238,554,0,4,0,549,16.5
220033000466,CALCASIEU CAREER CENTER,67,6,73,135,1,1,78,55,4.4,CALCASIEU CAREER CENTER,83,8,91,152,1,2,71,77,4.9
220033001506,RALPH F. WILSON ELEMENTARY SCHOOL,225,21,246,280,0,0,280,0,14,RALPH F. WILSON ELEMENTARY SCHOOL,194,9,203,229,0,2,225,2,12.9
220033001543,LEBLEU SETTLEMENT ELEMENTARY SCHOOL,185,38,223,357,0,5,33,317,14.3,LEBLEU SETTLEMENT ELEMENTARY SCHOOL,199,74,273,416,1,5,42,366,13.8
220033001674,GILLIS ELEMENTARY SCHOOL,277,72,349,718,3,2,25,683,15.6,GILLIS ELEMENTARY SCHOOL,295,96,391,767,4,5,57,699,14.4
220033001677,PEARL WATSON ELEMENTARY SCHOOL,426,26,452,469,1,3,453,12,12.3,PEARL WATSON ELEMENTARY SCHOOL,362,32,394,437,0,4,423,10,12.3
220036000281,CALDWELL PARISH HIGH SCHOOL,211,55,266,584,0,7,103,474,12.9,CALDWELL PARISH HIGH SCHOOL,280,78,358,599,2,7,112,478,13.700000000000001
